noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.807100,0.000000,0.000000,0.000000
brightness, 5, 0.827100,0.000010,1.000000,10.000000
brightness, 100, 0.836200,0.000010,1.000000,10.000000
contrast, 0, 0.192900,0.000000,0.000000,0.000000
contrast, 5, 0.424200,0.000010,1.000000,10.000000
contrast, 100, 0.744100,0.000010,1.000000,10.000000
defocus_blur, 0, 0.531600,0.000000,0.000000,0.000000
defocus_blur, 5, 0.693000,0.000010,1.000000,10.000000
defocus_blur, 100, 0.810200,0.000010,1.000000,10.000000
elastic_transform, 0, 0.723000,0.000000,0.000000,0.000000
elastic_transform, 5, 0.699800,0.000010,1.000000,10.000000
elastic_transform, 100, 0.731900,0.000010,1.000000,10.000000
fog, 0, 0.512800,0.000000,0.000000,0.000000
fog, 5, 0.629900,0.000010,1.000000,10.000000
fog, 100, 0.727500,0.000010,1.000000,10.000000
frost, 0, 0.683600,0.000000,0.000000,0.000000
frost, 5, 0.766600,0.000010,1.000000,10.000000
frost, 100, 0.750100,0.000010,1.000000,10.000000
gaussian_noise, 0, 0.592600,0.000000,0.000000,0.000000
gaussian_noise, 5, 0.724100,0.000010,1.000000,10.000000
gaussian_noise, 100, 0.734700,0.000010,1.000000,10.000000
glass_blur, 0, 0.600300,0.000000,0.000000,0.000000
glass_blur, 5, 0.643600,0.000010,1.000000,10.000000
glass_blur, 100, 0.619400,0.000010,1.000000,10.000000
impulse_noise, 0, 0.383500,0.000000,0.000000,0.000000
impulse_noise, 5, 0.569400,0.000010,1.000000,10.000000
impulse_noise, 100, 0.601000,0.000010,1.000000,10.000000
jpeg_compression, 0, 0.798200,0.000000,0.000000,0.000000
jpeg_compression, 5, 0.793100,0.000010,1.000000,10.000000
jpeg_compression, 100, 0.785200,0.000010,1.000000,10.000000
motion_blur, 0, 0.599600,0.000000,0.000000,0.000000
motion_blur, 5, 0.700200,0.000010,1.000000,10.000000
motion_blur, 100, 0.759700,0.000010,1.000000,10.000000
pixelate, 0, 0.661400,0.000000,0.000000,0.000000
pixelate, 5, 0.732000,0.000010,1.000000,10.000000
pixelate, 100, 0.758100,0.000010,1.000000,10.000000
shot_noise, 0, 0.622800,0.000000,0.000000,0.000000
shot_noise, 5, 0.744200,0.000010,1.000000,10.000000
shot_noise, 100, 0.738500,0.000010,1.000000,10.000000
snow, 0, 0.731900,0.000000,0.000000,0.000000
snow, 5, 0.754600,0.000010,1.000000,10.000000
snow, 100, 0.763500,0.000010,1.000000,10.000000
zoom_blur, 0, 0.594200,0.000000,0.000000,0.000000
zoom_blur, 5, 0.715400,0.000010,1.000000,10.000000
zoom_blur, 100, 0.778000,0.000010,1.000000,10.000000
