noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.801700,0.000000,0.000000,0.000000
brightness, 5, 0.834400,0.000010,1.000000,10.000000
brightness, 100, 0.828600,0.000010,1.000000,10.000000
contrast, 0, 0.183700,0.000000,0.000000,0.000000
contrast, 5, 0.319200,0.000010,1.000000,10.000000
contrast, 100, 0.741900,0.000010,1.000000,10.000000
defocus_blur, 0, 0.514500,0.000000,0.000000,0.000000
defocus_blur, 5, 0.614100,0.000010,1.000000,10.000000
defocus_blur, 100, 0.806100,0.000010,1.000000,10.000000
elastic_transform, 0, 0.714100,0.000000,0.000000,0.000000
elastic_transform, 5, 0.661600,0.000010,1.000000,10.000000
elastic_transform, 100, 0.729400,0.000010,1.000000,10.000000
fog, 0, 0.485500,0.000000,0.000000,0.000000
fog, 5, 0.583000,0.000010,1.000000,10.000000
fog, 100, 0.728500,0.000010,1.000000,10.000000
frost, 0, 0.678800,0.000000,0.000000,0.000000
frost, 5, 0.732100,0.000010,1.000000,10.000000
frost, 100, 0.745300,0.000010,1.000000,10.000000
gaussian_noise, 0, 0.589100,0.000000,0.000000,0.000000
gaussian_noise, 5, 0.704300,0.000010,1.000000,10.000000
gaussian_noise, 100, 0.724800,0.000010,1.000000,10.000000
glass_blur, 0, 0.601000,0.000000,0.000000,0.000000
glass_blur, 5, 0.626300,0.000010,1.000000,10.000000
glass_blur, 100, 0.613400,0.000010,1.000000,10.000000
impulse_noise, 0, 0.381400,0.000000,0.000000,0.000000
impulse_noise, 5, 0.549200,0.000010,1.000000,10.000000
impulse_noise, 100, 0.597400,0.000010,1.000000,10.000000
jpeg_compression, 0, 0.791700,0.000000,0.000000,0.000000
jpeg_compression, 5, 0.786300,0.000010,1.000000,10.000000
jpeg_compression, 100, 0.789000,0.000010,1.000000,10.000000
motion_blur, 0, 0.586700,0.000000,0.000000,0.000000
motion_blur, 5, 0.705900,0.000010,1.000000,10.000000
motion_blur, 100, 0.765400,0.000010,1.000000,10.000000
pixelate, 0, 0.646700,0.000000,0.000000,0.000000
pixelate, 5, 0.764700,0.000010,1.000000,10.000000
pixelate, 100, 0.752700,0.000010,1.000000,10.000000
shot_noise, 0, 0.618600,0.000000,0.000000,0.000000
shot_noise, 5, 0.733400,0.000010,1.000000,10.000000
shot_noise, 100, 0.745400,0.000010,1.000000,10.000000
snow, 0, 0.723600,0.000000,0.000000,0.000000
snow, 5, 0.750600,0.000010,1.000000,10.000000
snow, 100, 0.759600,0.000010,1.000000,10.000000
zoom_blur, 0, 0.582500,0.000000,0.000000,0.000000
zoom_blur, 5, 0.729100,0.000010,1.000000,10.000000
zoom_blur, 100, 0.781900,0.000010,1.000000,10.000000
