noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.458000,0.000000,0.000000,0.000000
brightness, 1, 0.385100,0.000010,1.000000,10.000000
brightness, 2, 0.365200,0.000010,1.000000,10.000000
brightness, 4, 0.488900,0.000010,1.000000,10.000000
brightness, 6, 0.503200,0.000010,1.000000,10.000000
brightness, 8, 0.532600,0.000010,1.000000,10.000000
brightness, 10, 0.525200,0.000010,1.000000,10.000000
brightness, 12, 0.530200,0.000010,1.000000,10.000000
brightness, 14, 0.527800,0.000010,1.000000,10.000000
brightness, 16, 0.533800,0.000010,1.000000,10.000000
brightness, 18, 0.532200,0.000010,1.000000,10.000000
brightness, 20, 0.539700,0.000010,1.000000,10.000000
brightness, 22, 0.542700,0.000010,1.000000,10.000000
brightness, 24, 0.542600,0.000010,1.000000,10.000000
brightness, 26, 0.540800,0.000010,1.000000,10.000000
brightness, 28, 0.542100,0.000010,1.000000,10.000000
brightness, 30, 0.541200,0.000010,1.000000,10.000000
brightness, 32, 0.544100,0.000010,1.000000,10.000000
brightness, 34, 0.529600,0.000010,1.000000,10.000000
brightness, 36, 0.539200,0.000010,1.000000,10.000000
brightness, 38, 0.537900,0.000010,1.000000,10.000000
brightness, 40, 0.533800,0.000010,1.000000,10.000000
brightness, 42, 0.532200,0.000010,1.000000,10.000000
brightness, 44, 0.529100,0.000010,1.000000,10.000000
brightness, 46, 0.537800,0.000010,1.000000,10.000000
brightness, 48, 0.536400,0.000010,1.000000,10.000000
brightness, 50, 0.531500,0.000010,1.000000,10.000000
brightness, 52, 0.532400,0.000010,1.000000,10.000000
brightness, 54, 0.530300,0.000010,1.000000,10.000000
brightness, 56, 0.535100,0.000010,1.000000,10.000000
brightness, 58, 0.535700,0.000010,1.000000,10.000000
brightness, 60, 0.534400,0.000010,1.000000,10.000000
brightness, 62, 0.533700,0.000010,1.000000,10.000000
brightness, 64, 0.532000,0.000010,1.000000,10.000000
brightness, 66, 0.531600,0.000010,1.000000,10.000000
brightness, 68, 0.530900,0.000010,1.000000,10.000000
brightness, 70, 0.529400,0.000010,1.000000,10.000000
brightness, 72, 0.532100,0.000010,1.000000,10.000000
brightness, 74, 0.533800,0.000010,1.000000,10.000000
brightness, 76, 0.534400,0.000010,1.000000,10.000000
brightness, 78, 0.532200,0.000010,1.000000,10.000000
brightness, 80, 0.530600,0.000010,1.000000,10.000000
brightness, 82, 0.528100,0.000010,1.000000,10.000000
brightness, 84, 0.533600,0.000010,1.000000,10.000000
brightness, 86, 0.534000,0.000010,1.000000,10.000000
brightness, 88, 0.532700,0.000010,1.000000,10.000000
brightness, 90, 0.533700,0.000010,1.000000,10.000000
brightness, 92, 0.535300,0.000010,1.000000,10.000000
brightness, 94, 0.536900,0.000010,1.000000,10.000000
brightness, 96, 0.536200,0.000010,1.000000,10.000000
