noise_type,N_T,A_T,lr,ewc_lambda,zeta
brightness, 0, 0.806100,0.000000,0.000000,0.000000
brightness, 5, 0.809200,0.000010,1.000000,10.000000
brightness, 100, 0.834300,0.000010,1.000000,10.000000
contrast, 0, 0.189800,0.000000,0.000000,0.000000
contrast, 5, 0.257400,0.000010,1.000000,10.000000
contrast, 100, 0.750700,0.000010,1.000000,10.000000
defocus_blur, 0, 0.512200,0.000000,0.000000,0.000000
defocus_blur, 5, 0.647600,0.000010,1.000000,10.000000
defocus_blur, 100, 0.805500,0.000010,1.000000,10.000000
elastic_transform, 0, 0.711400,0.000000,0.000000,0.000000
elastic_transform, 5, 0.697100,0.000010,1.000000,10.000000
elastic_transform, 100, 0.721100,0.000010,1.000000,10.000000
fog, 0, 0.482800,0.000000,0.000000,0.000000
fog, 5, 0.556800,0.000010,1.000000,10.000000
fog, 100, 0.733600,0.000010,1.000000,10.000000
frost, 0, 0.671900,0.000000,0.000000,0.000000
frost, 5, 0.733400,0.000010,1.000000,10.000000
frost, 100, 0.751800,0.000010,1.000000,10.000000
gaussian_noise, 0, 0.581300,0.000000,0.000000,0.000000
gaussian_noise, 5, 0.697000,0.000010,1.000000,10.000000
gaussian_noise, 100, 0.739200,0.000010,1.000000,10.000000
glass_blur, 0, 0.592000,0.000000,0.000000,0.000000
glass_blur, 5, 0.583300,0.000010,1.000000,10.000000
glass_blur, 100, 0.627100,0.000010,1.000000,10.000000
impulse_noise, 0, 0.370900,0.000000,0.000000,0.000000
impulse_noise, 5, 0.580000,0.000010,1.000000,10.000000
impulse_noise, 100, 0.592100,0.000010,1.000000,10.000000
jpeg_compression, 0, 0.795200,0.000000,0.000000,0.000000
jpeg_compression, 5, 0.789900,0.000010,1.000000,10.000000
jpeg_compression, 100, 0.777700,0.000010,1.000000,10.000000
motion_blur, 0, 0.580100,0.000000,0.000000,0.000000
motion_blur, 5, 0.713200,0.000010,1.000000,10.000000
motion_blur, 100, 0.756500,0.000010,1.000000,10.000000
pixelate, 0, 0.665600,0.000000,0.000000,0.000000
pixelate, 5, 0.751000,0.000010,1.000000,10.000000
pixelate, 100, 0.768900,0.000010,1.000000,10.000000
shot_noise, 0, 0.609600,0.000000,0.000000,0.000000
shot_noise, 5, 0.738400,0.000010,1.000000,10.000000
shot_noise, 100, 0.728300,0.000010,1.000000,10.000000
snow, 0, 0.727000,0.000000,0.000000,0.000000
snow, 5, 0.761000,0.000010,1.000000,10.000000
snow, 100, 0.759100,0.000010,1.000000,10.000000
zoom_blur, 0, 0.576200,0.000000,0.000000,0.000000
zoom_blur, 5, 0.723500,0.000010,1.000000,10.000000
zoom_blur, 100, 0.771900,0.000010,1.000000,10.000000
